Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Aimar Oroz,"Osasuna,",", AM(C)",9(3),778,2,1,3,-,0.8,80.1,0.5,-,6.58
Niklas Süle,"Borussia Dortmund,",", D(CR)",9(3),787,1,1,1,-,0.9,88.6,1,-,6.58
Oumar Gonzalez,"AC Ajaccio,",", D(C)",11,948,-,-,6,-,0.5,84.3,2,-,6.58
Danny Ings,"Aston Villa,",", AM(C),FW",8(6),725,5,-,3,-,1.7,74.6,0.9,2,6.58
Marc Cucurella,"Chelsea,",", D(CL),M(L)",11(2),851,-,2,2,-,0.4,86.3,0.5,-,6.58
Antonio Sanabria,"Torino,",", FW",8(2),682,2,1,2,-,1.7,73.7,2.3,1,6.58
Íñigo Ruíz de Galarreta,"Mallorca,",", DMC",10(2),858,-,-,5,-,0.6,86.3,0.3,-,6.58
Daniel Carvajal,"Real Madrid,",", D(R)",10(2),877,-,1,3,-,0.5,87.1,0.3,-,6.58
Josh Doig,"Verona,",", D(CL),M(L)",5(4),498,2,1,-,-,0.9,69.4,0.7,-,6.57
Gabri Veiga,"Celta Vigo,",", M(C)",6(7),576,3,1,3,1,1.2,79.7,0.6,1,6.57
Douglas Luiz,"Aston Villa,",", M(C)",10(4),929,1,2,1,1,0.6,85.1,0.9,-,6.57
Gary Medel,"Bologna,",", D(C),DMC",14(1),1142,-,1,4,-,0.1,88.5,0.8,-,6.57
Marcos Acuña,"Sevilla,",", D(CL),M(CL)",7(3),554,-,-,4,1,0.9,77.3,1,-,6.57
Simon Terodde,"Schalke,",", FW",13(2),1058,3,-,3,-,1.8,67.6,2.1,2,6.57
Ruslan Malinovskyi,"Atalanta,",", M(CR),FW",5(9),539,1,2,2,-,1.4,79.5,0.3,-,6.57
José Sá,"Wolves,",", GK",15,1350,-,-,-,-,-,69.9,0.2,1,6.57
Dean Henderson,"Nottingham Forest,",", GK",15,1350,-,-,2,-,-,57.5,0.1,2,6.57
Rico Henry,"Brentford,",", D(L),M(L)",15,1347,-,1,-,-,0.5,75.6,1.2,-,6.57
João Moutinho,"Wolves,",", M(C)",11(2),1000,-,-,2,-,0.7,85.8,0.3,-,6.57
David Raum,"RBL,",", D(L),M(LR)",12(2),1035,-,1,2,-,0.5,80.6,0.6,-,6.57
Martin Erlic,"Sassuolo,",", D(C)",10,869,-,-,1,-,-,88.8,1.2,-,6.57
Isco,"Sevilla,",", M(CLR),FW",10(2),803,-,2,5,-,0.3,86.8,0.4,-,6.57
Paul Jaeckel,"Union Berlin,",", D(C),DMC",8(3),798,1,-,1,-,0.2,79.9,1.1,1,6.57
Robin Le Normand,"Real Sociedad,",", D(C)",9(2),815,-,-,3,-,0.1,92.8,2,-,6.57
Marc Guéhi,"Crystal Palace,",", D(C)",14,1260,-,-,5,-,0.3,89,1.2,-,6.57
Jacob Ramsey,"Aston Villa,",", AM(C)",12(3),1026,2,2,4,-,0.7,84.6,0.3,1,6.57
Vincent Marchetti,"AC Ajaccio,",", M(C)",14(1),1206,-,1,3,-,1.3,82,0.1,-,6.56
Chidera Ejuke,"Hertha Berlin,",", AM(CLR),FW",9(6),791,-,3,-,-,1.4,82.7,0.3,-,6.56
Maxime Lopez,"Sassuolo,",", M(CR)",12(1),1081,-,-,5,-,0.5,88.7,0.2,-,6.56
Thibaut Courtois,"Real Madrid,",", GK",10,900,-,-,-,-,-,82.2,0.2,-,6.56
Norbert Gyömbér,"Salernitana,",", D(CR),DMC",10(1),736,-,-,3,-,0.2,87,1.1,-,6.56
Marco Richter,"Hertha Berlin,",", AM(CLR),FW",5(7),526,3,2,3,-,1.7,68.7,0.2,-,6.56
Kamaldeen Sulemana,"Rennes,",", AM(L)",2(8),258,1,-,1,-,0.9,86,0.4,-,6.56
Niko Gießelmann,"Union Berlin,",", D(CL),M(L)",7(4),653,-,2,2,-,1.1,74.9,1,-,6.56
Callum Hudson-Odoi,"Leverkusen,",", M(CLR)",5(4),480,-,1,-,-,0.2,89,-,-,6.56
Jarrod Bowen,"West Ham,",", AM(CLR),FW",15,1343,2,-,-,-,2.3,74,0.7,1,6.56
Donyell Malen,"Borussia Dortmund,",", AM(L),FW",9(1),679,-,1,-,-,1.8,77.9,0.3,-,6.56
Micky van de Ven,"Wolfsburg,",", D(C)",15,1350,1,-,3,-,0.4,88.4,1.1,1,6.56
Abdelhamid Sabiri,"Sampdoria,",", AM(CL),FW",10(1),844,1,-,3,-,2.2,73.1,2.3,1,6.56
Stéphane Diarra,"Lorient,",", AM(R)",8(6),620,1,-,1,-,1,70.3,0.4,1,6.56
Melvin Bard,"Nice,",", D(L)",10(3),927,-,-,3,-,0.2,83.1,1.1,-,6.56
Antonee Robinson,"Fulham,",", D(L),M(L)",13,1109,-,-,4,-,0.1,75.1,1.1,-,6.56
Lewis Cook,"Bournemouth,",", M(CL)",13(2),1193,-,2,2,-,0.2,80.9,0.3,-,6.56
David Silva,"Real Sociedad,",", M(CLR),FW",11(1),827,-,-,2,-,1,86.6,0.3,-,6.56
Andrea Cambiaso,"Bologna,",", D(R),M(L)",11(2),911,-,2,2,-,0.5,78.6,0.2,-,6.56
Birama Touré,"Auxerre,",", DMC",15,1336,-,-,1,-,0.7,84.5,1.3,-,6.56
Andrej Kramaric,"Hoffenheim,",", AM(CLR),FW",11(3),1031,3,2,1,-,1.7,80.3,0.3,-,6.56
Cengiz Ünder,"Marseille,",", AM(CLR)",6(8),554,-,1,-,-,1.1,75,0.4,-,6.56
Joe Rodon,"Rennes,",", D(C)",9,808,1,-,2,1,0.8,89.2,2.8,1,6.55
Monchu,"Real Valladolid,",", DMC",8(5),657,1,1,4,-,0.7,81.4,0.3,1,6.55
Jorginho,"Chelsea,",", DMC",11(2),906,2,-,3,-,0.4,84.6,0.5,-,6.55
John McGinn,"Aston Villa,",", M(C)",12(3),1059,-,-,4,-,1.2,79.6,0.9,-,6.55
Igor Zubeldia,"Real Sociedad,",", D(C),DMC",8(2),719,1,-,3,-,0.4,87.2,1.2,1,6.55
Santiago Ascacíbar,"Cremonese,",", DMC",7(5),701,-,-,1,-,1.2,82.2,0.8,-,6.55
Dani Rodríguez,"Mallorca,",", AM(CLR)",8(5),694,-,2,5,-,0.5,82.4,0.2,-,6.55
Jonathan Ikoné,"Fiorentina,",", AM(CLR),FW",9(5),835,2,2,2,-,1.5,84.9,0.4,-,6.55
Maximilian Kilman,"Wolves,",", D(C)",15,1350,-,-,-,-,0.3,83.4,2.3,-,6.55
Juan Musso,"Atalanta,",", GK",10,818,-,-,1,-,-,66.9,-,-,6.55
Joel Ward,"Crystal Palace,",", D(CLR),DMC,M(R)",11(1),1021,-,-,4,-,-,76.1,1.9,-,6.55
Pierre Kalulu,"AC Milan,",", D(CR)",10(5),1038,-,-,1,-,0.5,89.1,0.7,-,6.55
Tiago Tomás,"Stuttgart,",", AM(CR),FW",9(4),726,2,2,1,-,1.3,60.9,0.2,-,6.55
Rayan Cherki,"Lyon,",", AM(R)",1(11),215,-,3,1,-,0.8,81.5,-,-,6.55
Joris Chotard,"Montpellier,",", DMC",11(2),956,-,1,3,-,0.3,82.6,0.2,-,6.55
Moise Kean,"Juventus,",", AM(LR),FW",6(7),487,4,-,2,-,1.5,75.8,0.2,1,6.55
Julian Weigl,"Borussia M.Gladbach,",", D(C),DMC",10(1),903,-,-,3,-,0.2,88.1,1,-,6.55
Anthony Lopes,"Lyon,",", GK",12,1017,-,-,-,1,-,78,0.1,-,6.55
Jonny,"Wolves,",", D(CLR),M(LR)",11(1),982,-,-,3,-,0.7,85.4,0.9,-,6.55
José Fonte,"Lille,",", D(C)",14,1260,1,-,4,-,0.6,89.7,2.2,1,6.55
Pathé Ciss,"Rayo Vallecano,",", DMC",6(7),638,1,-,3,-,0.8,85.8,0.9,1,6.55
Unai García,"Osasuna,",", D(C)",13,1119,-,1,4,1,0.3,79.5,1.6,-,6.55
Moussa Djenepo,"Southampton,",", M(LR)",5(5),524,-,1,-,-,0.2,77.2,0.3,-,6.55
Pervis Estupiñán,"Brighton,",", D(L)",8(3),635,-,-,3,-,0.4,81.2,1.1,-,6.55
Amos Pieper,"Werder Bremen,",", D(C)",13(1),1104,-,1,6,-,0.5,78.3,2.1,-,6.54
Jordan Lotomba,"Nice,",", D(LR),M(R)",10(4),934,-,-,2,-,0.4,84.7,0.7,-,6.54
Rodrigo Ely,"Almeria,",", D(C)",14,1235,-,-,2,1,0.6,83.2,2.4,-,6.54
Iván Balliu,"Rayo Vallecano,",", D(R),M(R)",14,1260,-,-,2,-,0.3,82,0.8,-,6.54
Sandi Lovric,"Udinese,",", AM(C)",9(5),770,2,1,1,-,1.9,83.3,0.1,-,6.54
Christopher Trimmel,"Union Berlin,",", D(CR),M(R)",10(3),927,-,2,1,-,0.5,64.9,0.5,-,6.54
Maxime Le Marchand,"Strasbourg,",", D(CL)",12(1),971,-,-,3,1,0.3,81,2.3,-,6.54
Danny Ward,"Leicester,",", GK",15,1350,-,-,-,-,-,70.2,0.3,1,6.54
Óscar Gil,"Espanyol,",", D(R)",10(1),870,-,1,4,-,0.5,80.3,0.4,-,6.54
David Alaba,"Real Madrid,",", D(CL),M(CL)",13(1),1167,1,3,3,-,0.6,90.2,0.3,-,6.54
Naouirou Ahamada,"Stuttgart,",", M(C)",15,1241,2,-,2,-,1,85.4,0.5,-,6.54
Noah Fadiga,"Brest,",", D(R)",9,655,1,-,-,-,0.8,82.3,0.2,-,6.54
Amine Harit,"Marseille,",", AM(CLR),FW",6(4),515,-,-,2,-,0.6,84.4,0.1,-,6.54
Aitor Ruibal,"Real Betis,",", D(R),M(LR)",5(8),558,-,-,1,-,0.5,77.6,0.3,-,6.54
Tyrone Mings,"Aston Villa,",", D(CL)",13,1170,-,-,3,-,0.1,83,1.7,-,6.54
David de Gea,"Man Utd,",", GK",14,1260,-,-,-,-,-,65.5,0.1,-,6.54
Ronaël Pierre-Gabriel,"Strasbourg,",", D(CLR),M(R)",7(6),636,-,1,3,-,0.2,79.9,0.6,-,6.54
Conor Coady,"Everton,",", D(CR),DMC",14,1251,1,1,1,-,0.2,85.3,1,-,6.54
Yassine Bounou,"Sevilla,",", GK",13,1037,-,-,2,-,-,69.4,-,1,6.54
Scott McTominay,"Man Utd,",", D(C),DMC",6(6),637,-,-,5,-,0.5,82.3,1.5,-,6.54
Julián Álvarez,"Man City,",", AM(R),FW",3(9),358,3,-,-,-,0.9,86.8,0.3,1,6.54
Alessandro Bastoni,"Inter,",", D(C)",9(2),732,-,1,2,-,0.4,87.8,1.2,-,6.54
Omar Marmoush,"Wolfsburg,",", AM(L),FW",8(7),689,2,-,2,-,1.6,64.6,1.9,-,6.54
Kiliann Sildillia,"Freiburg,",", D(R)",13(1),1160,-,2,2,-,0.4,75.1,1.6,-,6.54
Colin Dagba,"Strasbourg,",", D(R),M(R)",6(3),465,-,-,1,-,0.2,85.1,0.2,-,6.54
Rodrigo De Paul,"Atletico,",", AM(CLR),FW",9(3),674,1,1,2,-,0.7,84,0.2,1,6.54
Jonathan Tah,"Leverkusen,",", D(C)",14(1),1221,1,-,4,-,0.4,89.3,1.7,-,6.54
Matías Vecino,"Lazio,",", M(C)",9(5),814,1,-,1,-,1.1,84.5,0.6,-,6.54
Lilian Brassier,"Brest,",", D(CL)",14,1202,-,-,2,-,0.4,79.2,1.2,-,6.54
Matteo Darmian,"Inter,",", D(CLR),M(LR)",6(4),502,-,2,2,-,-,78,0.4,-,6.54
Jeffrey Schlupp,"Crystal Palace,",", D(L),M(CLR)",12(2),1096,-,-,3,-,0.9,80,0.6,-,6.54
Kristijan Jakic,"Eintracht Frankfurt,",", D(CR),DMC",12(2),1011,1,-,1,-,0.4,77.2,1.1,-,6.53
Lucas Chevalier,"Lille,",", GK",9,810,-,-,-,-,-,60.4,-,-,6.53
Maxime Gonalons,"Clermont Foot,",", D(C),M(C)",8(1),534,1,-,3,-,0.3,89.1,0.6,1,6.53
Mohamed Youssouf,"AC Ajaccio,",", D(R)",9(2),844,-,-,1,-,0.1,75.5,1.9,-,6.53
Conor Gallagher,"Chelsea,",", AM(C)",7(5),501,1,1,1,1,0.7,81.3,0.5,1,6.53
Serhou Guirassy,"Stuttgart,",", AM(L),FW",9(1),780,4,-,1,1,2,66.5,2.4,-,6.53
Marvin Friedrich,"Borussia M.Gladbach,",", D(C)",10(4),961,1,-,1,-,0.5,85.8,2.1,-,6.53
Lovro Majer,"Rennes,",", AM(CR)",6(7),566,1,2,2,-,0.9,84.6,-,-,6.53
Davinson Sánchez,"Tottenham,",", D(C)",6(4),530,-,-,1,-,0.3,88.1,1.4,-,6.53
Julien Ponceau,"Lorient,",", AM(C)",9(3),773,-,2,1,-,0.6,83.8,0.1,-,6.53
Ruben Loftus-Cheek,"Chelsea,",", M(CLR)",12(2),958,-,-,1,-,0.6,86.4,1.4,-,6.53
Ryan Yates,"Nottingham Forest,",", DMC",11(2),1034,-,1,3,-,1.3,80.7,1.8,-,6.53
Josh Dasilva,"Brentford,",", M(C)",7(8),687,2,1,1,-,0.6,83.2,0.3,-,6.53
Luis Muriel,"Atalanta,",", AM(CL),FW",6(3),524,1,2,-,1,1,67.6,0.7,1,6.53
Salih Özcan,"Borussia Dortmund,",", M(C)",11(1),889,-,1,4,-,0.1,87.8,0.7,-,6.53
Krzysztof Piatek,"Salernitana,",", FW",8(3),679,3,1,2,-,1.9,78.5,1.8,1,6.53
Jordan Ferri,"Montpellier,",", M(C)",13,1088,-,2,3,-,0.3,86,0.7,-,6.53
Joan Gonzàlez,"Lecce,",", M(C)",13(2),1118,1,2,4,-,0.6,77.8,1.3,1,6.53
Kamory Doumbia,"Reims,",", AM(C)",9(5),716,1,1,-,-,1.1,81,0.4,-,6.53
kiko Femenia,"Villarreal,",", D(LR),M(R)",9(2),850,-,-,-,-,-,88.1,0.5,-,6.53
Luis Sinisterra,"Leeds,",", AM(LR),FW",6(3),456,2,-,1,1,1.1,84.1,1,-,6.52
Sergio Canales,"Real Betis,",", M(CLR)",9(2),860,1,-,2,1,0.6,81.8,0.6,-,6.52
Luca Caldirola,"Monza,",", D(CL)",10(1),895,-,-,2,-,0.3,90.3,1.7,-,6.52
Emiliano Buendía,"Aston Villa,",", M(CLR)",7(8),727,1,-,-,-,1.1,81.3,0.6,-,6.52
Jordan Henderson,"Liverpool,",", D(C),M(CLR)",7(5),647,-,-,-,-,0.8,82.7,0.4,-,6.52
Philipp Förster,"Bochum,",", M(CLR),FW",8(4),655,1,2,1,-,0.8,79.8,0.4,1,6.52
Tomás Rincón,"Sampdoria,",", M(CR)",13(1),1092,-,2,2,-,0.6,82.2,1.1,-,6.52
Andrea Colpani,"Monza,",", Midfielder",3(7),336,2,-,-,-,1,87.3,-,-,6.52
Renato Sanches,"PSG,",", M(CR)",2(8),316,2,-,-,-,0.6,93.5,0.1,-,6.52
Antonino Gallo,"Lecce,",", D(L)",10(2),914,-,1,-,1,0.2,71.2,1.1,-,6.52
Adrien Hunou,"Angers,",", AM(CLR),FW",14,1096,3,1,1,-,1.5,75.2,0.6,-,6.52
Eduardo Camavinga,"Real Madrid,",", DMC",5(9),506,-,-,1,-,0.6,91.5,0.4,-,6.52
Marco Bizot,"Brest,",", GK",14,1260,-,-,2,-,-,67.1,-,-,6.52
Jens Cajuste,"Reims,",", DMC",5(5),525,-,1,3,1,0.6,80.8,0.3,-,6.52
Richarlison,"Tottenham,",", AM(CLR),FW",5(5),438,-,2,2,-,1.3,75.4,0.4,1,6.52
Christoph Kramer,"Borussia M.Gladbach,",", M(C)",14,1187,-,-,3,-,0.3,83.5,0.9,-,6.52
Carles Aleñá,"Getafe,",", AM(CLR)",13,1030,2,2,6,-,1,80.3,0.5,1,6.52
Leonardo Bittencourt,"Werder Bremen,",", M(CLR),FW",8(2),578,2,-,3,-,0.7,76.4,0.1,-,6.52
Anthony Losilla,"Bochum,",", D(C),DMC",15,1330,-,-,3,-,0.7,71.2,2.7,-,6.52
Jefferson Lerma,"Bournemouth,",", D(R),DMC",15,1350,2,-,3,-,0.9,82.6,1.8,-,6.52
Ignatius Ganago,"Nantes,",", AM(LR),FW",5(5),508,3,2,-,-,0.9,70.1,1.8,-,6.52
Joël Veltman,"Brighton,",", D(CR),M(R)",11(2),950,-,-,1,-,0.3,83.8,0.6,-,6.52
Ryan Christie,"Bournemouth,",", AM(CLR),FW",9(4),722,1,-,1,-,1.1,83.8,0.3,-,6.52
Edmond Tapsoba,"Leverkusen,",", D(C)",15,1314,-,-,2,-,0.3,86.4,1.3,1,6.52
Cédric Brunner,"Schalke,",", D(CR)",12,1020,-,-,1,-,0.3,73.5,1.3,-,6.52
Assan Ceesay,"Lecce,",", FW",10(5),892,3,-,1,-,1.3,60.2,1.9,1,6.52
Manu Sánchez,"Osasuna,",", D(L)",4(6),466,-,1,-,-,0.4,83.4,0.4,-,6.52
Samuel Gigot,"Marseille,",", D(C)",9(1),721,2,-,2,2,0.5,86.9,1.6,1,6.51
Marcus Ingvartsen,"Mainz,",", AM(CR),FW",6(3),460,4,-,-,-,1.8,64,1.2,-,6.51
Ben Chilwell,"Chelsea,",", D(L),M(L)",4(5),418,1,1,1,-,0.3,82,1.3,-,6.51
Ryan Sessegnon,"Tottenham,",", D(L),M(LR)",8(4),663,2,-,3,-,1.3,72.5,0.8,-,6.51
Elbasan Rashani,"Clermont Foot,",", AM(LR)",9(4),769,1,1,1,-,0.9,79.5,0.8,-,6.51
Joe Scally,"Borussia M.Gladbach,",", D(R),M(R)",15,1305,-,-,1,-,0.3,77.1,0.7,-,6.51
Valentin Gendrey,"Lecce,",", D(R)",13(2),1182,-,-,3,-,0.1,75.1,1,-,6.51
Yangel Herrera,"Girona,",", M(C)",9(2),634,-,2,1,-,1.3,81.3,0.8,-,6.51
Charles De Ketelaere,"AC Milan,",", M(CLR),FW",5(8),576,-,1,2,-,0.7,76.1,0.8,-,6.51
Francesco Acerbi,"Inter,",", D(C)",7(2),658,-,1,1,-,0.3,88.7,1.9,-,6.51
Rogerio,"Sassuolo,",", D(L),M(L)",13(1),1154,-,2,2,-,0.2,83.6,0.5,1,6.51
Ivan Ordets,"Bochum,",", D(C)",12(2),1037,-,-,2,-,0.3,73.7,3.9,-,6.51
Giacomo Raspadori,"Napoli,",", AM(CL),FW",7(3),517,1,-,1,-,2.1,79.3,0.1,-,6.51
Dylan Bronn,"Salernitana,",", D(C)",11(4),978,-,-,1,-,0.4,84.7,1.4,-,6.51
Vanja Milinkovic-Savic,"Torino,",", GK",15,1350,-,-,2,-,-,54.5,0.3,-,6.51
Alessandro Buongiorno,"Torino,",", D(C)",10(2),908,-,-,5,-,0.5,81,3.1,-,6.51
Danilo Soares,"Bochum,",", D(L),M(L)",10,827,-,-,2,-,0.1,72.8,1.2,-,6.51
Jan Oblak,"Atletico,",", GK",12,1053,-,-,1,-,-,57.5,0.3,-,6.51
Aaron Hickey,"Brentford,",", D(LR),M(LR)",8(1),684,-,-,4,-,0.3,83.1,0.4,-,6.51
Yohann Magnin,"Clermont Foot,",", DMC",10(5),939,-,-,4,-,0.5,85,0.7,-,6.51
Sergio León,"Real Valladolid,",", FW",7(6),627,5,1,-,-,1.2,67.9,0.8,1,6.51
Evann Guessand,"Nantes,",", AM(R),FW",8(6),635,1,2,1,-,0.7,79.5,0.8,-,6.51
Pere Milla,"Elche,",", AM(CL),FW",8(5),806,3,1,3,-,0.8,76.1,0.9,1,6.50
Kevin Behrens,"Union Berlin,",", FW",3(12),442,2,1,1,-,0.5,63.6,4,1,6.50
Édouard Mendy,"Chelsea,",", GK",8(1),765,-,-,1,-,-,75.7,0.3,-,6.50
Giorgio Scalvini,"Atalanta,",", D(C)",8(3),648,1,-,3,-,0.4,74.4,0.4,-,6.50
Luka Lochoshvili,"Cremonese,",", D(C)",12,971,-,1,1,-,0.3,80.8,1.5,-,6.50
Joseph Aidoo,"Celta Vigo,",", D(C)",14,1260,1,-,2,-,0.4,85.5,1.7,1,6.50
Jean-Clair Todibo,"Nice,",", D(C)",13,1073,-,-,2,2,0.2,89.1,0.9,1,6.50
José Ángel Carmona,"Sevilla,",", D(C)",4(5),443,2,1,4,-,0.6,84,0.3,1,6.50
Mohamed Elyounoussi,"Southampton,",", AM(CLR),FW",12(2),988,-,1,2,-,1.5,69.2,1.1,-,6.50
Kieffer Moore,"Bournemouth,",", FW",8(7),750,4,-,-,-,0.7,60.3,2.5,1,6.50
Marco Asensio,"Real Madrid,",", AM(CLR),FW",1(8),179,1,2,-,-,0.9,96.5,-,1,6.50
Patrick Ciurria,"Monza,",", M(R)",8(5),771,-,3,2,-,1.1,82.9,0.2,1,6.50
Divock Origi,"AC Milan,",", AM(LR),FW",4(6),432,1,1,1,-,1.5,70.9,0.8,1,6.50
Gerrit Holtmann,"Bochum,",", D(L),M(LR)",7(6),733,1,1,-,-,1.8,69.3,0.9,-,6.50
Samuel Chukwueze,"Villarreal,",", AM(CR)",5(8),534,-,1,1,-,1.1,76,0.5,-,6.50
Nathan Collins,"Wolves,",", D(CR)",12,1023,-,-,2,1,-,89.7,1.3,-,6.50
Adam Lallana,"Brighton,",", M(CLR)",8(3),495,1,1,-,-,0.5,84.1,0.5,-,6.50
Sebastiaan Bornauw,"Wolfsburg,",", D(C)",9(1),727,-,-,3,-,0.2,81.2,1.3,-,6.50
Sam Lammers,"Empoli,",", FW",10(4),886,1,1,-,-,2,63.6,1.3,1,6.49
Giovanni Reyna,"Borussia Dortmund,",", AM(CLR)",3(7),363,2,-,1,-,0.9,74.2,0.3,-,6.49
Alexander Hack,"Mainz,",", D(C)",13,992,-,-,2,1,0.2,74.6,2.3,-,6.49
Leandro Cabrera,"Espanyol,",", D(CL)",13,1108,-,-,1,1,0.9,74.5,2.8,-,6.49
Ángel Correa,"Atletico,",", AM(CLR),FW",4(10),509,3,-,-,-,1.4,82.9,0.1,1,6.49
Brecht Dejaegere,"Toulouse,",", AM(C)",10(2),776,3,-,2,-,0.8,80.4,0.5,-,6.49
Neeskens Kebano,"Fulham,",", AM(CLR)",9(3),719,-,3,-,-,0.8,80.4,0.1,-,6.49
Adam Webster,"Brighton,",", D(C)",13,1170,-,-,1,-,0.9,86.5,2.5,-,6.49
André Gomes,"Lille,",", M(CLR)",6(3),537,-,-,2,-,0.8,85,0.7,-,6.49
Alex Telles,"Sevilla,",", D(L),M(L)",7(6),752,-,2,4,-,0.3,80.5,0.9,-,6.49
Nicolas Jackson,"Villarreal,",", FW",8(5),777,2,2,1,-,1.2,72.7,0.3,-,6.49
Jeff Reine-Adélaïde,"Lyon,",", AM(CLR),FW",1(10),305,-,-,1,-,0.8,89.6,0.3,-,6.49
Tobias Mohr,"Schalke,",", D(L),M(CL)",8(3),696,-,2,-,-,0.8,67,0.6,-,6.49
Jeremy Toljan,"Sassuolo,",", D(LR),M(LR)",14(1),1319,-,1,1,-,0.3,82.6,0.1,-,6.49
Ferran Torres,"Barcelona,",", AM(LR),FW",6(7),567,2,-,3,-,2,83,0.1,-,6.49
Jonny Evans,"Leicester,",", D(CL)",9,810,-,-,-,-,0.1,89.4,2.2,1,6.49
Benoît Costil,"Auxerre,",", GK",15,1350,-,-,-,-,-,68.5,0.1,-,6.49
Unai Simón,"Athletic Bilbao,",", GK",14,1260,-,-,1,-,-,71.3,-,-,6.49
Rayan Aït-Nouri,"Wolves,",", D(L),M(L)",7(3),667,-,-,1,-,0.7,82.7,0.7,-,6.48
Toni Lato,"Valencia,",", D(L)",2(7),271,1,-,-,-,0.6,87.7,0.1,1,6.48
Charalampos Lykogiannis,"Bologna,",", D(CL),M(L)",6(6),587,1,-,2,-,0.7,72,0.8,-,6.48
Thierno Baldé,"Troyes,",", D(R)",10(1),802,-,-,-,-,0.3,84.9,0.2,-,6.48
Dany Mota,"Monza,",", FW",7(3),608,2,-,1,-,0.7,69.7,1.1,-,6.48
Jonathan Burkardt,"Mainz,",", AM(CR),FW",7(4),537,1,2,2,-,1.9,71.9,0.7,1,6.48
Yoane Wissa,"Brentford,",", AM(L),FW",6(9),637,3,1,1,-,1.1,75.4,0.5,-,6.48
Anthony Caci,"Mainz,",", D(CLR),M(L)",6(6),617,1,-,-,-,0.3,74.1,0.5,-,6.48
Nico González,"Valencia,",", DMC",5(7),513,1,-,-,-,0.8,89.9,0.8,-,6.48
Duván Zapata,"Atalanta,",", FW",6(3),512,1,-,1,-,1.4,69.1,2.1,-,6.48
Cheikhou Kouyaté,"Nottingham Forest,",", D(CR),DMC",9(3),709,1,-,2,-,0.4,77.6,1.2,-,6.48
Josuha Guilavogui,"Wolfsburg,",", D(C),M(C)",4(6),451,1,-,1,-,0.2,78.6,1.7,-,6.48
Tonny Vilhena,"Salernitana,",", D(L),M(CL)",11(3),987,1,1,3,-,1.4,79.3,0.4,-,6.48
Antonio Rüdiger,"Real Madrid,",", D(CR)",7(5),683,1,-,1,-,0.6,92.8,1,-,6.48
Filip Djuricic,"Sampdoria,",", AM(CLR),FW",13(2),1017,2,-,5,-,0.5,77.9,0.5,-,6.48
Nacho Vidal,"Osasuna,",", D(R)",10(3),892,-,-,2,-,0.6,76.6,1.4,-,6.48
Alexis Blin,"Lecce,",", DMC",6(7),687,-,-,2,-,0.1,83.6,0.8,-,6.48
Gerson,"Marseille,",", M(CLR)",6(4),420,2,-,1,-,0.9,82.4,0.8,-,6.48
Lassine Sinayoko,"Auxerre,",", AM(R)",10(4),866,-,2,-,1,1.6,75.1,0.7,-,6.48
Haris Belkebla,"Brest,",", DMC",12(3),1087,1,-,1,-,0.4,84.3,0.8,-,6.47
Unai Núñez,"Celta Vigo,",", D(C)",13,1170,-,-,3,-,0.5,88.6,2,-,6.47
Francis Coquelin,"Villarreal,",", M(CLR)",6(5),520,1,-,2,-,0.4,86.8,0.5,-,6.47
Pedro Chirivella,"Nantes,",", DMC",14,1202,-,-,1,-,0.9,85.2,0.4,-,6.47
Gabriel Paulista,"Valencia,",", D(CR)",7(3),579,1,-,1,-,1.1,88.2,2,-,6.47
Konstantinos Tsimikas,"Liverpool,",", D(L)",4(6),365,-,3,1,-,0.3,85,0.2,-,6.47
Takehiro Tomiyasu,"Arsenal,",", D(CLR)",4(7),406,-,-,1,-,0.1,83.8,0.6,-,6.47
Souleyman Doumbia,"Angers,",", D(L),M(L)",13,1078,-,-,2,-,0.3,81,0.8,-,6.47
Stole Dimitrievski,"Rayo Vallecano,",", GK",13,1170,-,-,3,-,-,54.2,0.1,1,6.47
Emanuele Valeri,"Cremonese,",", M(L)",12(2),1007,1,-,1,-,1.1,61.1,0.5,-,6.47
Rubén Sobrino,"Cadiz,",", AM(CLR),FW",9(2),801,1,-,3,-,1.2,77.3,1.6,-,6.47
Wilson Odobert,"Troyes,",", Forward",6(9),694,3,2,-,-,0.9,79.6,0.3,-,6.47
Nemanja Radonjic,"Torino,",", M(CLR)",7(7),697,2,1,-,-,2,68.8,0.4,2,6.47
Yan Couto,"Girona,",", D(R),M(R)",5(5),505,-,-,1,-,0.2,81.4,0.1,-,6.47
Agustín Marchesín,"Celta Vigo,",", GK",14,1260,-,-,3,-,-,67.8,0.2,-,6.47
Arkadiusz Reca,"Spezia,",", D(L),M(L)",9(2),792,1,1,1,-,0.5,72.3,0.4,-,6.47
Arnaud Nordin,"Montpellier,",", AM(CLR),FW",10(3),811,3,1,2,-,1.2,79.1,0.4,-,6.47
Eric Martel,"FC Koln,",", DMC",9(3),768,-,-,1,-,0.8,81.2,2.3,-,6.47
Leonardo Spinazzola,"Roma,",", D(LR),M(L)",8(3),739,-,1,-,-,0.3,77.2,0.5,-,6.47
Pape Gueye,"Marseille,",", DMC",3(6),338,1,-,1,-,0.7,83.8,0.8,-,6.47
Stephan El Shaarawy,"Roma,",", M(CLR),FW",1(9),340,1,-,-,-,0.9,81.3,0.3,-,6.47
