Player,Team,Position,Apps,Mins,Goals,Assists,YelCard,RedCard,SpG,PS,AerialsWon,MotM,Ratting
Kristijan Jakic,Eintracht Frankfurt,"D(CR),DMC",12,1011,1,0,1,0,0.4,77.2,1.1,0,6.53
Lucas Chevalier,Lille,GK,9,810,0,0,0,0,0.0,60.4,0.0,0,6.53
Maxime Gonalons,Clermont Foot,"D(C),M(C)",8,534,1,0,3,0,0.3,89.1,0.6,1,6.53
Mohamed Youssouf,AC Ajaccio,D(R),9,844,0,0,1,0,0.1,75.5,1.9,0,6.53
Conor Gallagher,Chelsea,AM(C),7,501,1,1,1,1,0.7,81.3,0.5,1,6.53
Serhou Guirassy,Stuttgart,"AM(L),FW",9,780,4,0,1,1,2.0,66.5,2.4,0,6.53
Marvin Friedrich,Borussia M.Gladbach,D(C),10,961,1,0,1,0,0.5,85.8,2.1,0,6.53
Lovro Majer,Rennes,AM(CR),6,566,1,2,2,0,0.9,84.6,0.0,0,6.53
Davinson Sánchez,Tottenham,D(C),6,530,0,0,1,0,0.3,88.1,1.4,0,6.53
Julien Ponceau,Lorient,AM(C),9,773,0,2,1,0,0.6,83.8,0.1,0,6.53
Ruben Loftus-Cheek,Chelsea,M(CLR),12,958,0,0,1,0,0.6,86.4,1.4,0,6.53
Ryan Yates,Nottingham Forest,DMC,11,1034,0,1,3,0,1.3,80.7,1.8,0,6.53
Josh Dasilva,Brentford,M(C),7,687,2,1,1,0,0.6,83.2,0.3,0,6.53
Luis Muriel,Atalanta,"AM(CL),FW",6,524,1,2,0,1,1.0,67.6,0.7,1,6.53
Salih Özcan,Borussia Dortmund,M(C),11,889,0,1,4,0,0.1,87.8,0.7,0,6.53
Krzysztof Piatek,Salernitana,FW,8,679,3,1,2,0,1.9,78.5,1.8,1,6.53
Jordan Ferri,Montpellier,M(C),13,1088,0,2,3,0,0.3,86.0,0.7,0,6.53
Joan Gonzàlez,Lecce,M(C),13,1118,1,2,4,0,0.6,77.8,1.3,1,6.53
Kamory Doumbia,Reims,AM(C),9,716,1,1,0,0,1.1,81.0,0.4,0,6.53
kiko Femenia,Villarreal,"D(LR),M(R)",9,850,0,0,0,0,0.0,88.1,0.5,0,6.53
Luis Sinisterra,Leeds,"AM(LR),FW",6,456,2,0,1,1,1.1,84.1,1.0,0,6.52
Sergio Canales,Real Betis,M(CLR),9,860,1,0,2,1,0.6,81.8,0.6,0,6.52
Luca Caldirola,Monza,D(CL),10,895,0,0,2,0,0.3,90.3,1.7,0,6.52
Emiliano Buendía,Aston Villa,M(CLR),7,727,1,0,0,0,1.1,81.3,0.6,0,6.52
Jordan Henderson,Liverpool,"D(C),M(CLR)",7,647,0,0,0,0,0.8,82.7,0.4,0,6.52
Philipp Förster,Bochum,"M(CLR),FW",8,655,1,2,1,0,0.8,79.8,0.4,1,6.52
Tomás Rincón,Sampdoria,M(CR),13,1092,0,2,2,0,0.6,82.2,1.1,0,6.52
Andrea Colpani,Monza,Midfielder,3,336,2,0,0,0,1.0,87.3,0.0,0,6.52
Renato Sanches,PSG,M(CR),2,316,2,0,0,0,0.6,93.5,0.1,0,6.52
Antonino Gallo,Lecce,D(L),10,914,0,1,0,1,0.2,71.2,1.1,0,6.52
Adrien Hunou,Angers,"AM(CLR),FW",14,1096,3,1,1,0,1.5,75.2,0.6,0,6.52
Eduardo Camavinga,Real Madrid,DMC,5,506,0,0,1,0,0.6,91.5,0.4,0,6.52
Marco Bizot,Brest,GK,14,1260,0,0,2,0,0.0,67.1,0.0,0,6.52
Jens Cajuste,Reims,DMC,5,525,0,1,3,1,0.6,80.8,0.3,0,6.52
Richarlison,Tottenham,"AM(CLR),FW",5,438,0,2,2,0,1.3,75.4,0.4,1,6.52
Christoph Kramer,Borussia M.Gladbach,M(C),14,1187,0,0,3,0,0.3,83.5,0.9,0,6.52
Carles Aleñá,Getafe,AM(CLR),13,1030,2,2,6,0,1.0,80.3,0.5,1,6.52
Leonardo Bittencourt,Werder Bremen,"M(CLR),FW",8,578,2,0,3,0,0.7,76.4,0.1,0,6.52
Anthony Losilla,Bochum,"D(C),DMC",15,1330,0,0,3,0,0.7,71.2,2.7,0,6.52
Jefferson Lerma,Bournemouth,"D(R),DMC",15,1350,2,0,3,0,0.9,82.6,1.8,0,6.52
Ignatius Ganago,Nantes,"AM(LR),FW",5,508,3,2,0,0,0.9,70.1,1.8,0,6.52
Joël Veltman,Brighton,"D(CR),M(R)",11,950,0,0,1,0,0.3,83.8,0.6,0,6.52
Ryan Christie,Bournemouth,"AM(CLR),FW",9,722,1,0,1,0,1.1,83.8,0.3,0,6.52
Edmond Tapsoba,Leverkusen,D(C),15,1314,0,0,2,0,0.3,86.4,1.3,1,6.52
Cédric Brunner,Schalke,D(CR),12,1020,0,0,1,0,0.3,73.5,1.3,0,6.52
Assan Ceesay,Lecce,FW,10,892,3,0,1,0,1.3,60.2,1.9,1,6.52
Manu Sánchez,Osasuna,D(L),4,466,0,1,0,0,0.4,83.4,0.4,0,6.52
Samuel Gigot,Marseille,D(C),9,721,2,0,2,2,0.5,86.9,1.6,1,6.51
Marcus Ingvartsen,Mainz,"AM(CR),FW",6,460,4,0,0,0,1.8,64.0,1.2,0,6.51
Ben Chilwell,Chelsea,"D(L),M(L)",4,418,1,1,1,0,0.3,82.0,1.3,0,6.51
Ryan Sessegnon,Tottenham,"D(L),M(LR)",8,663,2,0,3,0,1.3,72.5,0.8,0,6.51
Elbasan Rashani,Clermont Foot,AM(LR),9,769,1,1,1,0,0.9,79.5,0.8,0,6.51
Joe Scally,Borussia M.Gladbach,"D(R),M(R)",15,1305,0,0,1,0,0.3,77.1,0.7,0,6.51
Valentin Gendrey,Lecce,D(R),13,1182,0,0,3,0,0.1,75.1,1.0,0,6.51
Yangel Herrera,Girona,M(C),9,634,0,2,1,0,1.3,81.3,0.8,0,6.51
Charles De Ketelaere,AC Milan,"M(CLR),FW",5,576,0,1,2,0,0.7,76.1,0.8,0,6.51
Francesco Acerbi,Inter,D(C),7,658,0,1,1,0,0.3,88.7,1.9,0,6.51
Rogerio,Sassuolo,"D(L),M(L)",13,1154,0,2,2,0,0.2,83.6,0.5,1,6.51
Ivan Ordets,Bochum,D(C),12,1037,0,0,2,0,0.3,73.7,3.9,0,6.51
Giacomo Raspadori,Napoli,"AM(CL),FW",7,517,1,0,1,0,2.1,79.3,0.1,0,6.51
Dylan Bronn,Salernitana,D(C),11,978,0,0,1,0,0.4,84.7,1.4,0,6.51
Vanja Milinkovic-Savic,Torino,GK,15,1350,0,0,2,0,0.0,54.5,0.3,0,6.51
Alessandro Buongiorno,Torino,D(C),10,908,0,0,5,0,0.5,81.0,3.1,0,6.51
Danilo Soares,Bochum,"D(L),M(L)",10,827,0,0,2,0,0.1,72.8,1.2,0,6.51
Jan Oblak,Atletico,GK,12,1053,0,0,1,0,0.0,57.5,0.3,0,6.51
Aaron Hickey,Brentford,"D(LR),M(LR)",8,684,0,0,4,0,0.3,83.1,0.4,0,6.51
Yohann Magnin,Clermont Foot,DMC,10,939,0,0,4,0,0.5,85.0,0.7,0,6.51
Sergio León,Real Valladolid,FW,7,627,5,1,0,0,1.2,67.9,0.8,1,6.51
Evann Guessand,Nantes,"AM(R),FW",8,635,1,2,1,0,0.7,79.5,0.8,0,6.51
Pere Milla,Elche,"AM(CL),FW",8,806,3,1,3,0,0.8,76.1,0.9,1,6.5
Kevin Behrens,Union Berlin,FW,3,442,2,1,1,0,0.5,63.6,4.0,1,6.5
Édouard Mendy,Chelsea,GK,8,765,0,0,1,0,0.0,75.7,0.3,0,6.5
Giorgio Scalvini,Atalanta,D(C),8,648,1,0,3,0,0.4,74.4,0.4,0,6.5
Luka Lochoshvili,Cremonese,D(C),12,971,0,1,1,0,0.3,80.8,1.5,0,6.5
Joseph Aidoo,Celta Vigo,D(C),14,1260,1,0,2,0,0.4,85.5,1.7,1,6.5
Jean-Clair Todibo,Nice,D(C),13,1073,0,0,2,2,0.2,89.1,0.9,1,6.5
José Ángel Carmona,Sevilla,D(C),4,443,2,1,4,0,0.6,84.0,0.3,1,6.5
Mohamed Elyounoussi,Southampton,"AM(CLR),FW",12,988,0,1,2,0,1.5,69.2,1.1,0,6.5
Kieffer Moore,Bournemouth,FW,8,750,4,0,0,0,0.7,60.3,2.5,1,6.5
Marco Asensio,Real Madrid,"AM(CLR),FW",1,179,1,2,0,0,0.9,96.5,0.0,1,6.5
Patrick Ciurria,Monza,M(R),8,771,0,3,2,0,1.1,82.9,0.2,1,6.5
Divock Origi,AC Milan,"AM(LR),FW",4,432,1,1,1,0,1.5,70.9,0.8,1,6.5
Gerrit Holtmann,Bochum,"D(L),M(LR)",7,733,1,1,0,0,1.8,69.3,0.9,0,6.5
Samuel Chukwueze,Villarreal,AM(CR),5,534,0,1,1,0,1.1,76.0,0.5,0,6.5
Nathan Collins,Wolves,D(CR),12,1023,0,0,2,1,0.0,89.7,1.3,0,6.5
Adam Lallana,Brighton,M(CLR),8,495,1,1,0,0,0.5,84.1,0.5,0,6.5
Sebastiaan Bornauw,Wolfsburg,D(C),9,727,0,0,3,0,0.2,81.2,1.3,0,6.5
Sam Lammers,Empoli,FW,10,886,1,1,0,0,2.0,63.6,1.3,1,6.49
Giovanni Reyna,Borussia Dortmund,AM(CLR),3,363,2,0,1,0,0.9,74.2,0.3,0,6.49
Alexander Hack,Mainz,D(C),13,992,0,0,2,1,0.2,74.6,2.3,0,6.49
Leandro Cabrera,Espanyol,D(CL),13,1108,0,0,1,1,0.9,74.5,2.8,0,6.49
Ángel Correa,Atletico,"AM(CLR),FW",4,509,3,0,0,0,1.4,82.9,0.1,1,6.49
Brecht Dejaegere,Toulouse,AM(C),10,776,3,0,2,0,0.8,80.4,0.5,0,6.49
Neeskens Kebano,Fulham,AM(CLR),9,719,0,3,0,0,0.8,80.4,0.1,0,6.49
Adam Webster,Brighton,D(C),13,1170,0,0,1,0,0.9,86.5,2.5,0,6.49
André Gomes,Lille,M(CLR),6,537,0,0,2,0,0.8,85.0,0.7,0,6.49
Alex Telles,Sevilla,"D(L),M(L)",7,752,0,2,4,0,0.3,80.5,0.9,0,6.49
Nicolas Jackson,Villarreal,FW,8,777,2,2,1,0,1.2,72.7,0.3,0,6.49
Jeff Reine-Adélaïde,Lyon,"AM(CLR),FW",1,305,0,0,1,0,0.8,89.6,0.3,0,6.49
Tobias Mohr,Schalke,"D(L),M(CL)",8,696,0,2,0,0,0.8,67.0,0.6,0,6.49
Jeremy Toljan,Sassuolo,"D(LR),M(LR)",14,1319,0,1,1,0,0.3,82.6,0.1,0,6.49
Ferran Torres,Barcelona,"AM(LR),FW",6,567,2,0,3,0,2.0,83.0,0.1,0,6.49
Jonny Evans,Leicester,D(CL),9,810,0,0,0,0,0.1,89.4,2.2,1,6.49
Benoît Costil,Auxerre,GK,15,1350,0,0,0,0,0.0,68.5,0.1,0,6.49
Unai Simón,Athletic Bilbao,GK,14,1260,0,0,1,0,0.0,71.3,0.0,0,6.49
Rayan Aït-Nouri,Wolves,"D(L),M(L)",7,667,0,0,1,0,0.7,82.7,0.7,0,6.48
Toni Lato,Valencia,D(L),2,271,1,0,0,0,0.6,87.7,0.1,1,6.48
Charalampos Lykogiannis,Bologna,"D(CL),M(L)",6,587,1,0,2,0,0.7,72.0,0.8,0,6.48
Thierno Baldé,Troyes,D(R),10,802,0,0,0,0,0.3,84.9,0.2,0,6.48
Dany Mota,Monza,FW,7,608,2,0,1,0,0.7,69.7,1.1,0,6.48
Jonathan Burkardt,Mainz,"AM(CR),FW",7,537,1,2,2,0,1.9,71.9,0.7,1,6.48
Yoane Wissa,Brentford,"AM(L),FW",6,637,3,1,1,0,1.1,75.4,0.5,0,6.48
Anthony Caci,Mainz,"D(CLR),M(L)",6,617,1,0,0,0,0.3,74.1,0.5,0,6.48
Nico González,Valencia,DMC,5,513,1,0,0,0,0.8,89.9,0.8,0,6.48
Duván Zapata,Atalanta,FW,6,512,1,0,1,0,1.4,69.1,2.1,0,6.48
Cheikhou Kouyaté,Nottingham Forest,"D(CR),DMC",9,709,1,0,2,0,0.4,77.6,1.2,0,6.48
Josuha Guilavogui,Wolfsburg,"D(C),M(C)",4,451,1,0,1,0,0.2,78.6,1.7,0,6.48
Tonny Vilhena,Salernitana,"D(L),M(CL)",11,987,1,1,3,0,1.4,79.3,0.4,0,6.48
Antonio Rüdiger,Real Madrid,D(CR),7,683,1,0,1,0,0.6,92.8,1.0,0,6.48
Filip Djuricic,Sampdoria,"AM(CLR),FW",13,1017,2,0,5,0,0.5,77.9,0.5,0,6.48
Nacho Vidal,Osasuna,D(R),10,892,0,0,2,0,0.6,76.6,1.4,0,6.48
Alexis Blin,Lecce,DMC,6,687,0,0,2,0,0.1,83.6,0.8,0,6.48
Gerson,Marseille,M(CLR),6,420,2,0,1,0,0.9,82.4,0.8,0,6.48
Lassine Sinayoko,Auxerre,AM(R),10,866,0,2,0,1,1.6,75.1,0.7,0,6.48
Haris Belkebla,Brest,DMC,12,1087,1,0,1,0,0.4,84.3,0.8,0,6.47
Unai Núñez,Celta Vigo,D(C),13,1170,0,0,3,0,0.5,88.6,2.0,0,6.47
Francis Coquelin,Villarreal,M(CLR),6,520,1,0,2,0,0.4,86.8,0.5,0,6.47
Pedro Chirivella,Nantes,DMC,14,1202,0,0,1,0,0.9,85.2,0.4,0,6.47
Gabriel Paulista,Valencia,D(CR),7,579,1,0,1,0,1.1,88.2,2.0,0,6.47
Konstantinos Tsimikas,Liverpool,D(L),4,365,0,3,1,0,0.3,85.0,0.2,0,6.47
Takehiro Tomiyasu,Arsenal,D(CLR),4,406,0,0,1,0,0.1,83.8,0.6,0,6.47
Souleyman Doumbia,Angers,"D(L),M(L)",13,1078,0,0,2,0,0.3,81.0,0.8,0,6.47
Stole Dimitrievski,Rayo Vallecano,GK,13,1170,0,0,3,0,0.0,54.2,0.1,1,6.47
Emanuele Valeri,Cremonese,M(L),12,1007,1,0,1,0,1.1,61.1,0.5,0,6.47
Rubén Sobrino,Cadiz,"AM(CLR),FW",9,801,1,0,3,0,1.2,77.3,1.6,0,6.47
Wilson Odobert,Troyes,Forward,6,694,3,2,0,0,0.9,79.6,0.3,0,6.47
Nemanja Radonjic,Torino,M(CLR),7,697,2,1,0,0,2.0,68.8,0.4,2,6.47
Yan Couto,Girona,"D(R),M(R)",5,505,0,0,1,0,0.2,81.4,0.1,0,6.47
Agustín Marchesín,Celta Vigo,GK,14,1260,0,0,3,0,0.0,67.8,0.2,0,6.47
Arkadiusz Reca,Spezia,"D(L),M(L)",9,792,1,1,1,0,0.5,72.3,0.4,0,6.47
Arnaud Nordin,Montpellier,"AM(CLR),FW",10,811,3,1,2,0,1.2,79.1,0.4,0,6.47
Eric Martel,FC Koln,DMC,9,768,0,0,1,0,0.8,81.2,2.3,0,6.47
Leonardo Spinazzola,Roma,"D(LR),M(L)",8,739,0,1,0,0,0.3,77.2,0.5,0,6.47
Pape Gueye,Marseille,DMC,3,338,1,0,1,0,0.7,83.8,0.8,0,6.47
Stephan El Shaarawy,Roma,"M(CLR),FW",1,340,1,0,0,0,0.9,81.3,0.3,0,6.47
Matheus Nunes,Wolves,AM(C),11,862,0,1,1,0,1.3,81.2,0.7,1,6.46
Renato Tapia,Celta Vigo,"D(C),DMC",7,641,0,0,2,0,0.2,87.7,1.0,0,6.46
Fernando Calero,Espanyol,D(C),10,875,0,0,1,0,0.2,83.9,1.2,0,6.46
Hugo Magnetti,Brest,DMC,6,587,0,0,0,0,0.4,83.9,0.4,0,6.46
Thomas Ouwejan,Schalke,"D(L),M(L)",9,743,0,1,1,0,0.5,69.1,0.0,0,6.46
Mathias Pereira Lage,Brest,M(CLR),12,950,0,1,1,0,1.1,72.8,1.1,0,6.46
Adam Hlozek,Leverkusen,"AM(CL),FW",7,577,1,2,1,0,0.9,82.6,0.5,1,6.46
Sebastiano Luperto,Empoli,D(C),13,1086,0,0,1,2,0.4,84.5,1.2,1,6.46
András Schäfer,Union Berlin,M(C),8,707,0,0,0,0,0.5,76.3,0.8,0,6.46
Ezri Konsa,Aston Villa,D(CR),14,1261,0,0,2,0,0.2,83.8,1.8,0,6.46
Mathías Olivera,Napoli,"D(L),M(L)",4,376,1,0,1,0,0.2,85.6,0.3,1,6.46
Joe Worrall,Nottingham Forest,D(C),7,713,0,0,4,0,0.2,82.9,1.3,0,6.46
Matty Cash,Aston Villa,"D(R),M(CLR)",12,1032,0,0,3,0,0.5,74.4,0.5,0,6.46
Daniel Podence,Wolves,"AM(CLR),FW",12,1022,2,0,3,0,1.6,69.5,0.3,0,6.46
Pablo Fornals,West Ham,M(CLR),9,781,1,0,0,0,0.9,79.3,0.4,1,6.46
Martín Satriano,Empoli,FW,11,878,1,1,3,0,1.7,71.6,1.7,0,6.46
Robin Koch,Leeds,"D(C),DMC",14,1216,0,0,3,0,0.4,77.8,2.6,0,6.46
Lewis Dunk,Brighton,D(C),14,1260,0,0,0,0,0.6,89.2,1.3,0,6.46
Christian Groß,Werder Bremen,"D(C),DMC",11,911,1,0,1,0,0.2,82.8,0.8,0,6.46
Razvan Marin,Empoli,M(C),10,980,0,0,4,0,0.7,84.8,0.4,0,6.46
Piero Hincapié,Leverkusen,D(CL),11,1011,1,0,3,2,0.6,83.3,1.6,0,6.45
Adam Smith,Bournemouth,"D(LR),M(LR)",15,1306,0,1,4,0,0.2,80.2,0.8,0,6.45
Clerc,Elche,"D(L),M(L)",10,864,0,1,1,0,0.5,76.5,0.5,0,6.45
Andrea Pinamonti,Sassuolo,FW,14,1162,3,0,2,0,2.3,63.3,1.3,0,6.45
Robert Sánchez,Brighton,GK,14,1260,0,0,0,0,0.0,67.8,0.1,0,6.45
Lukás Hrádecky,Leverkusen,GK,14,1260,0,0,0,1,0.0,69.9,0.2,0,6.45
Brandon Soppy,Atalanta,"D(R),M(LR)",7,530,0,3,2,0,0.5,78.8,0.3,1,6.45
Yan Valery,Angers,"D(CR),M(R)",9,672,0,0,1,0,0.4,75.0,1.1,0,6.45
Rubén Peña,Osasuna,"D(R),M(LR)",6,566,0,1,1,1,0.9,77.0,0.8,1,6.45
Lucas Perrin,Strasbourg,D(C),5,551,0,0,0,0,0.1,84.1,1.2,0,6.45
Gianluca Scamacca,West Ham,FW,9,758,2,0,3,0,1.9,66.7,0.9,0,6.45
Roberto Soriano,Bologna,AM(CLR),6,635,0,3,0,0,0.4,79.4,0.5,0,6.45
Hugo Ekitike,PSG,FW,2,224,1,2,0,0,0.7,87.4,0.1,0,6.45
Kevin Vogt,Hoffenheim,"D(CR),M(C)",14,1193,0,0,6,0,0.0,89.5,0.3,0,6.45
Miguel Gutiérrez,Girona,D(L),11,915,0,2,3,0,0.6,82.9,0.0,0,6.44
Antonio Candreva,Salernitana,M(CLR),13,1172,2,1,0,1,1.2,81.7,0.0,0,6.44
Takumi Minamino,Monaco,"AM(CLR),FW",5,333,1,3,1,0,0.8,76.6,0.4,0,6.44
Miha Blazic,Angers,D(C),10,856,2,0,0,0,0.4,87.5,1.8,0,6.44
Linton Maina,FC Koln,"M(CLR),FW",9,811,1,3,0,0,1.3,74.9,0.1,1,6.44
Luka Jovic,Fiorentina,FW,9,750,3,0,2,0,2.0,75.4,1.0,1,6.44
Matt Targett,Newcastle,"D(L),M(L)",4,421,0,0,0,0,0.1,80.4,0.9,0,6.44
Kevin Agudelo,Spezia,"AM(CR),FW",11,983,0,0,2,0,0.8,73.9,0.4,0,6.44
James Milner,Liverpool,"D(LR),M(CLR)",4,464,0,1,0,0,0.4,78.8,0.6,0,6.44
Dimitri Liénard,Strasbourg,"D(L),M(CL)",9,747,0,0,2,0,0.8,78.1,0.9,0,6.44
Lucas Olaza,Real Valladolid,"D(L),M(L)",6,641,0,0,2,0,0.2,83.3,1.6,0,6.44
Valentino Lazaro,Torino,"D(R),M(CLR)",11,909,0,1,4,0,0.5,78.3,0.3,0,6.44
Luca Zanimacchia,Cremonese,AM(C),8,661,0,0,2,0,1.5,73.9,0.2,0,6.44
Ante Budimir,Osasuna,FW,7,557,1,0,1,0,1.7,61.6,2.5,0,6.44
Sergio Herrera,Osasuna,GK,10,900,0,0,3,0,0.0,58.1,0.2,0,6.44
Maximilian Bauer,Augsburg,D(C),12,1038,0,0,6,0,0.6,71.7,3.1,0,6.44
Martin Braithwaite,Espanyol,"AM(CLR),FW",9,706,3,1,2,1,1.9,63.8,1.2,1,6.44
Álex Fernández,Cadiz,"M(CL),FW",8,701,2,0,0,0,0.8,88.0,0.5,1,6.44
Federico Ceccherini,Verona,D(C),9,641,1,0,5,1,0.4,78.8,1.6,1,6.44
Tyrick Mitchell,Crystal Palace,D(L),12,980,0,2,2,0,0.1,72.0,0.7,0,6.44
Adama Traoré,Wolves,"M(CLR),FW",6,621,1,0,0,0,0.7,73.1,1.4,0,6.44
Cristian Buonaiuto,Cremonese,Midfielder,2,365,0,0,0,0,1.7,74.4,0.1,0,6.44
Álvaro Aguado,Real Valladolid,M(C),8,747,0,2,1,0,0.5,86.5,0.6,0,6.44
Alexander Schwolow,Schalke,GK,15,1350,0,0,1,0,0.1,60.2,0.2,0,6.44
Isak Hien,Verona,D(C),8,880,0,0,5,0,0.1,74.5,2.5,0,6.44
Jakub Kaminski,Wolfsburg,M(LR),10,804,0,2,0,0,1.0,72.5,0.2,0,6.43
Jean-Victor Makengo,Udinese,AM(CL),9,645,0,1,2,0,0.5,85.9,0.3,0,6.43
Alejandro Pozo,Almeria,"D(R),M(R)",6,579,0,1,0,0,0.3,72.8,0.4,0,6.43
Arthur Cabral,Fiorentina,FW,4,496,2,1,1,0,1.4,76.3,1.5,0,6.43
Erik Lamela,Sevilla,"AM(CLR),FW",10,958,3,0,3,1,1.8,80.5,0.4,0,6.43
Cristhian Stuani,Girona,"AM(CLR),FW",3,413,4,0,2,0,1.3,75.9,0.5,0,6.43
Iván Sánchez,Real Valladolid,AM(CR),7,556,0,0,0,0,0.8,84.8,0.0,0,6.43
Chris Mepham,Bournemouth,D(C),14,1252,0,0,5,0,0.4,83.4,1.8,0,6.43
Pietro Terracciano,Fiorentina,GK,12,1080,0,0,1,0,0.0,72.8,0.3,1,6.43
Fábio Carvalho,Liverpool,AM(CL),4,335,2,0,0,0,1.0,83.2,0.4,0,6.43
Marius Bülter,Schalke,"D(R),M(CLR),FW",14,1177,3,0,3,0,1.9,68.3,1.2,0,6.43
Mads Pedersen,Augsburg,"D(L),M(CL)",7,692,0,0,1,0,0.1,69.5,0.4,0,6.43
Mattias Svanberg,Wolfsburg,M(CL),7,626,0,2,2,0,0.3,71.6,0.6,0,6.43
Darko Brasanac,Osasuna,M(CR),4,482,1,1,3,0,0.4,84.4,0.6,0,6.43
Milan Skriniar,Inter,D(C),14,1280,0,0,2,0,0.5,92.1,0.9,0,6.43
Nahuel Molina,Atletico,"D(R),M(R)",11,927,0,0,2,1,0.5,78.3,0.6,0,6.43
Théo Le Bris,Lorient,Defender,9,816,1,0,0,0,0.4,80.9,0.6,0,6.43
Benno Schmitz,FC Koln,D(CLR),13,1038,1,0,0,0,0.3,63.2,0.9,0,6.43
Romano Schmid,Werder Bremen,AM(CL),10,937,0,2,1,0,0.6,75.7,0.6,0,6.43
Jérémie Bela,Clermont Foot,M(LR),7,568,1,1,0,0,0.7,72.4,0.2,0,6.43
Srdjan Babic,Almeria,D(C),12,1125,1,0,1,0,0.2,88.3,1.5,0,6.43
Omar Colley,Sampdoria,D(C),12,1125,1,0,5,0,0.3,86.0,1.8,0,6.43
Jean-Kévin Duverne,Brest,D(CLR),11,1104,0,0,1,0,0.1,75.6,1.1,0,6.42
Gaetan Perrin,Auxerre,Forward,3,432,2,1,1,0,0.5,77.2,0.5,0,6.42
Fredrik Jensen,Augsburg,"AM(C),FW",6,618,1,1,0,0,0.5,58.6,1.5,0,6.42
Yoann Salmier,Troyes,D(C),13,1074,1,0,3,1,0.6,84.5,1.1,0,6.42
Jean-Eudes Aholou,Strasbourg,DMC,7,591,0,0,2,0,0.4,70.4,0.8,0,6.42
Matheus Cunha,Atletico,"AM(CL),FW",2,372,0,2,2,0,1.1,78.5,0.3,0,6.42
Dodô,Fiorentina,D(R),11,872,0,1,2,0,0.2,85.6,0.5,0,6.42
Aihen Muñoz,Real Sociedad,D(L),8,667,0,0,0,0,0.2,83.9,1.0,0,6.42
Erik Palmer-Brown,Troyes,D(C),14,1250,0,0,2,0,0.3,85.8,1.5,0,6.42
Álvaro Negredo,Cadiz,FW,5,410,1,1,0,0,0.6,58.0,2.0,0,6.42
Bafodé Diakité,Lille,D(CR),12,1120,0,0,4,0,0.6,86.7,1.4,0,6.42
Fabio Depaoli,Verona,"D(R),DMC,M(LR)",7,667,1,2,2,0,0.6,65.4,0.5,0,6.42
Carlos Gruezo,Augsburg,DMC,12,965,0,0,5,0,0.2,72.9,0.7,0,6.42
Vladimír Coufal,West Ham,"D(R),M(R)",7,684,0,0,1,0,0.2,67.4,1.1,0,6.42
Marcos Senesi,Bournemouth,D(C),11,941,0,0,1,0,0.1,80.7,0.6,0,6.42
Charles Aránguiz,Leverkusen,M(C),4,493,1,0,1,0,0.5,83.2,0.2,0,6.41
Unai López,Rayo Vallecano,M(CR),6,553,1,2,0,0,1.0,86.6,0.2,1,6.41
Bartosz Bereszynski,Sampdoria,"D(CLR),M(R)",14,1113,0,0,1,0,0.2,75.1,1.2,0,6.41
Christopher Antwi-Adjei,Bochum,AM(CLR),4,454,2,2,0,0,1.1,68.1,0.6,0,6.41
Moussa Dembele,Lyon,FW,6,573,2,0,1,0,1.6,76.5,1.3,0,6.41
Jørgen Strand Larsen,Celta Vigo,FW,9,696,0,2,3,0,1.6,68.6,1.7,0,6.41
Elseid Hysaj,Lazio,"D(LR),M(R)",3,375,0,1,1,0,0.1,85.7,0.4,0,6.41
Mickaël Alphonse,AC Ajaccio,D(R),7,650,0,0,1,0,0.4,68.6,1.8,0,6.41
Cyrille Bayala,AC Ajaccio,AM(R),10,766,1,0,3,0,0.8,65.3,1.0,0,6.41
Alfonso Espino,Cadiz,D(L),13,1143,0,3,3,0,0.6,65.2,0.5,0,6.41
Emil Forsberg,RBL,"AM(CLR),FW",6,585,2,2,2,0,0.4,85.8,0.3,0,6.41
Ludovic Ajorque,Strasbourg,FW,6,508,1,0,1,0,1.5,71.6,3.1,0,6.41
Jordan Zemura,Bournemouth,D(L),9,788,0,1,1,0,0.0,69.8,0.3,0,6.41
Stefan Mitrovic,Getafe,D(C),11,1034,0,0,3,0,0.1,82.8,1.8,0,6.41
Thomas Mangani,AC Ajaccio,M(C),5,516,1,1,2,0,0.6,74.2,0.9,0,6.41
Lameck Banda,Lecce,AM(L),10,893,1,1,2,0,1.1,68.9,0.2,1,6.41
Bevic Moussiti-Oko,AC Ajaccio,FW,5,485,1,0,0,0,1.0,54.7,2.8,1,6.41
Nadiem Amiri,Leverkusen,M(CLR),3,418,1,1,3,0,0.7,82.7,0.0,0,6.41
Jon Pacheco,Real Sociedad,D(C),7,677,0,0,2,0,0.1,91.1,1.4,0,6.41
Kristian Thorstvedt,Sassuolo,M(C),10,799,1,1,3,0,0.9,77.9,1.4,0,6.4
Samuele Birindelli,Monza,M(R),7,639,0,1,1,0,0.8,73.0,0.0,0,6.4
Tyrell Malacia,Man Utd,D(L),6,567,0,0,2,0,0.1,84.1,0.4,0,6.4
Karim Adeyemi,Borussia Dortmund,"AM(R),FW",7,492,0,0,3,0,1.1,75.4,0.5,0,6.4
Silvan Widmer,Mainz,"D(CR),M(R)",11,927,1,0,0,0,1.2,74.5,0.7,0,6.4
Andrea Consigli,Sassuolo,GK,15,1350,0,0,0,0,0.0,76.4,0.3,1,6.4
Nicola Zalewski,Roma,M(L),7,596,0,0,0,0,0.4,78.0,0.2,0,6.4
